timestamp,package_id,rfid_tag,location,shipping_status,customs_status,estimated_delivery,temperature_celsius
2025-05-30 06:03:45.219000,PKG3546,RFID-449498,Pasig City Hub,Out for delivery,N/A,2025-06-01,27.5
2025-05-28 02:03:45.219007,PKG1889,RFID-269499,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,29.3
2025-05-30 21:03:45.219014,PKG8697,RFID-536072,PH Customs,Under customs inspection,Pending,2025-06-01,20.9
2025-05-25 23:03:45.219022,PKG4345,RFID-940820,"NAIA, Manila",Arrived in destination country,N/A,2025-05-28,23.4
2025-05-28 14:03:45.219049,PKG3798,RFID-235151,Shanghai Customs,Cleared customs,Cleared,2025-05-30,22.2
2025-05-26 09:03:45.219064,PKG1006,RFID-360284,PH Customs,Under customs inspection,Pending,2025-05-30,28.8
2025-05-27 05:03:45.219072,PKG5179,RFID-624315,Pasig City Hub,Out for delivery,N/A,2025-05-30,28.1
2025-05-26 05:03:45.219079,PKG9403,RFID-684147,"NAIA, Manila",Arrived in destination country,N/A,2025-05-29,28.0
2025-05-29 03:03:45.219086,PKG7182,RFID-653625,"Shenzhen, China",Package received,N/A,2025-05-30,15.5
2025-05-27 21:03:45.219094,PKG1838,RFID-656782,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,20.9
2025-05-31 00:03:45.219101,PKG3551,RFID-848772,Pasig City Hub,Out for delivery,N/A,2025-06-02,17.3
2025-05-27 10:03:45.219109,PKG7223,RFID-723833,In Transit - Air,Flight en route to PH,N/A,2025-06-01,27.1
2025-05-31 10:03:45.219116,PKG8958,RFID-560846,PH Customs,Cleared customs,Cleared,2025-06-05,15.7
2025-05-31 11:03:45.219123,PKG4813,RFID-502790,"Shanghai, China",Departed from origin facility,N/A,2025-06-04,24.2
2025-05-27 09:03:45.219131,PKG4937,RFID-820706,In Transit - Air,Flight en route to PH,N/A,2025-05-29,18.9
2025-05-27 04:03:45.219138,PKG3443,RFID-307848,In Transit - Air,Flight en route to PH,N/A,2025-05-28,23.7
2025-05-25 22:03:45.219145,PKG6235,RFID-344854,Pasig City,Delivered,N/A,2025-05-29,18.0
2025-05-31 00:03:45.219152,PKG3465,RFID-596214,Pasig City,Delivered,N/A,2025-06-05,19.6
2025-05-27 17:03:45.219160,PKG7243,RFID-659010,"NAIA, Manila",Arrived in destination country,N/A,2025-05-31,19.7
2025-05-25 21:03:45.219168,PKG8471,RFID-240924,Pasig City,Delivered,N/A,2025-05-26,29.9
2025-05-28 19:03:45.219175,PKG2282,RFID-432390,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,15.4
2025-05-30 03:03:45.219183,PKG5497,RFID-127909,"Shanghai, China",Departed from origin facility,N/A,2025-06-04,26.1
2025-05-30 05:03:45.219190,PKG7360,RFID-111543,In Transit - Air,Flight en route to PH,N/A,2025-05-31,18.3
2025-05-30 00:03:45.219202,PKG3001,RFID-703251,PH Customs,Cleared customs,Cleared,2025-06-01,27.2
2025-05-31 12:03:45.219210,PKG7030,RFID-868947,PH Customs,Cleared customs,Cleared,2025-06-04,28.5
2025-05-29 13:03:45.219217,PKG4251,RFID-840448,Pasig City,Delivered,N/A,2025-06-02,16.0
2025-05-28 12:03:45.219225,PKG8453,RFID-512730,PH Customs,Cleared customs,Cleared,2025-05-30,15.3
2025-05-27 00:03:45.219233,PKG1883,RFID-287068,Pasig City,Delivered,N/A,2025-05-29,27.1
2025-05-29 16:03:45.219240,PKG2241,RFID-258149,PH Customs,Under customs inspection,Pending,2025-05-31,29.9
2025-05-30 10:03:45.219248,PKG1426,RFID-742882,Shanghai Customs,Cleared customs,Cleared,2025-06-01,22.2
2025-05-28 09:03:45.219259,PKG6227,RFID-160659,Pasig City,Delivered,N/A,2025-06-02,19.8
2025-05-26 05:03:45.219268,PKG6023,RFID-230694,Pasig City Hub,Out for delivery,N/A,2025-05-31,23.2
2025-05-26 13:03:45.219276,PKG2651,RFID-693571,Shanghai Customs,Cleared customs,Cleared,2025-05-27,25.5
2025-05-30 10:03:45.219284,PKG2839,RFID-431630,In Transit - Air,Flight en route to PH,N/A,2025-06-01,24.8
2025-05-30 14:03:45.219292,PKG8119,RFID-108179,Shanghai Customs,Cleared customs,Cleared,2025-06-02,21.1
2025-05-28 02:03:45.219299,PKG1875,RFID-274742,Shanghai Customs,Cleared customs,Cleared,2025-06-01,25.0
2025-05-30 17:03:45.219307,PKG2385,RFID-923312,PH Customs,Under customs inspection,Pending,2025-06-03,24.8
2025-05-30 22:03:45.219315,PKG7017,RFID-789832,"Shenzhen, China",Package received,N/A,2025-06-02,17.7
2025-05-26 11:03:45.219322,PKG8039,RFID-602593,Pasig City,Delivered,N/A,2025-05-30,28.0
2025-05-30 08:03:45.219330,PKG7367,RFID-527252,Pasig City,Delivered,N/A,2025-06-04,16.4
2025-05-30 04:03:45.219338,PKG9328,RFID-900761,PH Customs,Under customs inspection,Pending,2025-06-02,20.8
2025-05-31 08:03:45.219345,PKG8304,RFID-327803,"Shanghai, China",Departed from origin facility,N/A,2025-06-05,28.9
2025-05-27 04:03:45.219353,PKG6471,RFID-669852,In Transit - Air,Flight en route to PH,N/A,2025-05-29,29.8
2025-05-30 03:03:45.219361,PKG5694,RFID-337496,In Transit - Air,Flight en route to PH,N/A,2025-06-03,27.7
2025-05-29 20:03:45.219368,PKG2113,RFID-265534,Pasig City,Delivered,N/A,2025-06-02,21.9
2025-05-27 06:03:45.219376,PKG2159,RFID-584877,PH Customs,Cleared customs,Cleared,2025-06-01,20.1
2025-05-27 09:03:45.219384,PKG5287,RFID-388229,Pasig City,Delivered,N/A,2025-05-29,18.1
2025-05-27 23:03:45.219391,PKG8404,RFID-431539,PH Customs,Under customs inspection,Pending,2025-05-31,21.6
2025-05-27 22:03:45.219399,PKG2681,RFID-190810,Pasig City,Delivered,N/A,2025-06-01,26.9
2025-05-29 08:03:45.219406,PKG8692,RFID-532140,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,28.9
2025-05-26 00:03:45.219413,PKG6501,RFID-876374,"Shenzhen, China",Package received,N/A,2025-05-31,24.5
2025-05-31 17:03:45.219421,PKG8979,RFID-829484,Pasig City,Delivered,N/A,2025-06-03,19.2
2025-05-28 01:03:45.219428,PKG7604,RFID-782154,"Shenzhen, China",Package received,N/A,2025-05-31,18.1
2025-05-26 10:03:45.219435,PKG5569,RFID-371084,Pasig City,Delivered,N/A,2025-05-29,22.6
2025-05-28 21:03:45.219443,PKG7523,RFID-394383,Shanghai Customs,Cleared customs,Cleared,2025-06-02,21.0
2025-05-27 14:03:45.219451,PKG3466,RFID-478610,"Shanghai, China",Departed from origin facility,N/A,2025-05-28,28.7
2025-05-30 00:03:45.219458,PKG2531,RFID-642474,Pasig City,Delivered,N/A,2025-05-31,25.5
2025-05-29 02:03:45.219465,PKG3886,RFID-185100,Shanghai Customs,Cleared customs,Cleared,2025-06-01,26.5
2025-05-30 20:03:45.219472,PKG3283,RFID-273730,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,15.8
2025-05-30 19:03:45.219479,PKG4651,RFID-488591,Pasig City Hub,Out for delivery,N/A,2025-05-31,27.9
2025-05-27 06:03:45.219487,PKG2695,RFID-913234,Pasig City,Delivered,N/A,2025-05-31,15.1
2025-05-31 00:03:45.219494,PKG2265,RFID-750724,In Transit - Air,Flight en route to PH,N/A,2025-06-05,28.6
2025-05-26 00:03:45.219502,PKG7335,RFID-901941,PH Customs,Under customs inspection,Pending,2025-05-30,26.0
2025-05-31 16:03:45.219510,PKG1256,RFID-547604,PH Customs,Under customs inspection,Pending,2025-06-04,27.0
2025-05-31 00:03:45.219517,PKG8398,RFID-808936,PH Customs,Cleared customs,Cleared,2025-06-05,18.8
2025-05-28 00:03:45.219524,PKG4580,RFID-102453,Pasig City Hub,Out for delivery,N/A,2025-06-02,16.5
2025-05-26 11:03:45.219531,PKG6905,RFID-745518,Pasig City Hub,Out for delivery,N/A,2025-05-29,26.8
2025-05-29 00:03:45.219539,PKG1690,RFID-288378,Pasig City,Delivered,N/A,2025-06-02,28.6
2025-05-31 12:03:45.219546,PKG8893,RFID-380685,Shanghai Customs,Cleared customs,Cleared,2025-06-05,22.1
2025-05-30 18:03:45.219553,PKG6322,RFID-338073,In Transit - Air,Flight en route to PH,N/A,2025-06-04,16.3
2025-05-26 21:03:45.219561,PKG9649,RFID-477572,Pasig City,Delivered,N/A,2025-05-30,24.9
2025-05-29 22:03:45.219568,PKG8227,RFID-623457,"NAIA, Manila",Arrived in destination country,N/A,2025-06-02,24.3
2025-05-26 08:03:45.219575,PKG6487,RFID-758674,PH Customs,Under customs inspection,Pending,2025-05-28,16.7
2025-05-29 05:03:45.219582,PKG5784,RFID-521506,Shanghai Customs,Cleared customs,Cleared,2025-05-31,15.2
2025-05-26 14:03:45.219589,PKG2370,RFID-397016,PH Customs,Cleared customs,Cleared,2025-05-31,24.3
2025-05-28 15:03:45.219596,PKG5267,RFID-823741,In Transit - Air,Flight en route to PH,N/A,2025-05-30,23.1
2025-05-28 00:03:45.219603,PKG4224,RFID-154586,PH Customs,Under customs inspection,Pending,2025-05-31,22.9
2025-05-30 22:03:45.219611,PKG6710,RFID-907345,PH Customs,Under customs inspection,Pending,2025-06-01,16.1
2025-05-31 08:03:45.219618,PKG4474,RFID-663022,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,21.3
2025-05-31 06:03:45.219625,PKG7755,RFID-975662,PH Customs,Cleared customs,Cleared,2025-06-05,17.3
2025-05-31 16:03:45.219632,PKG6022,RFID-370120,PH Customs,Cleared customs,Cleared,2025-06-02,15.8
2025-05-27 08:03:45.219640,PKG1344,RFID-917277,Shanghai Customs,Cleared customs,Cleared,2025-05-31,23.1
2025-05-27 15:03:45.219654,PKG7036,RFID-274825,Shanghai Customs,Cleared customs,Cleared,2025-05-29,23.8
2025-05-31 06:03:45.219663,PKG5179,RFID-731808,"NAIA, Manila",Arrived in destination country,N/A,2025-06-03,29.1
2025-05-27 18:03:45.219670,PKG8849,RFID-302844,"Shanghai, China",Departed from origin facility,N/A,2025-05-28,16.3
2025-05-27 18:03:45.219678,PKG4596,RFID-527204,PH Customs,Cleared customs,Cleared,2025-05-28,19.3
2025-05-28 21:03:45.219685,PKG1231,RFID-994251,PH Customs,Cleared customs,Cleared,2025-05-29,24.1
2025-05-26 23:03:45.219693,PKG2005,RFID-143251,In Transit - Air,Flight en route to PH,N/A,2025-05-30,23.2
2025-05-26 00:03:45.219700,PKG6627,RFID-738074,Pasig City,Delivered,N/A,2025-05-28,29.0
2025-05-28 14:03:45.219707,PKG3572,RFID-230148,In Transit - Air,Flight en route to PH,N/A,2025-05-30,15.5
2025-05-31 14:03:45.219714,PKG1855,RFID-528202,"Shenzhen, China",Package received,N/A,2025-06-02,19.0
2025-05-27 10:03:45.219721,PKG7305,RFID-414979,"Shenzhen, China",Package received,N/A,2025-05-30,26.5
2025-05-30 23:03:45.219728,PKG6832,RFID-120564,PH Customs,Cleared customs,Cleared,2025-05-31,28.8
2025-05-28 11:03:45.219736,PKG3910,RFID-167703,"Shenzhen, China",Package received,N/A,2025-06-02,22.2
2025-05-27 21:03:45.219747,PKG4618,RFID-475034,PH Customs,Under customs inspection,Pending,2025-05-29,16.2
2025-05-31 18:03:45.219755,PKG3698,RFID-594386,PH Customs,Cleared customs,Cleared,2025-06-05,27.0
2025-05-28 17:03:45.219763,PKG7319,RFID-435661,"Shanghai, China",Departed from origin facility,N/A,2025-05-29,19.8
2025-05-29 22:03:45.219777,PKG4491,RFID-701025,Pasig City,Delivered,N/A,2025-05-30,27.3
2025-05-31 09:03:45.219785,PKG7385,RFID-824499,Pasig City,Delivered,N/A,2025-06-01,24.0
2025-05-28 16:03:45.219793,PKG5637,RFID-873818,PH Customs,Cleared customs,Cleared,2025-05-30,24.4
2025-05-31 13:03:45.219804,PKG4247,RFID-361416,Pasig City Hub,Out for delivery,N/A,2025-06-04,20.7
2025-05-30 06:03:45.219812,PKG2485,RFID-599808,Pasig City,Delivered,N/A,2025-06-03,25.2
2025-05-28 09:03:45.219819,PKG7073,RFID-955846,Shanghai Customs,Cleared customs,Cleared,2025-06-01,24.0
2025-05-28 10:03:45.219827,PKG5950,RFID-168229,"Shanghai, China",Departed from origin facility,N/A,2025-06-02,23.4
2025-05-30 18:03:45.219835,PKG9261,RFID-743104,Pasig City Hub,Out for delivery,N/A,2025-06-03,15.2
2025-05-26 11:03:45.219842,PKG4798,RFID-213125,PH Customs,Cleared customs,Cleared,2025-05-30,19.1
2025-05-26 23:03:45.219850,PKG8210,RFID-718130,In Transit - Air,Flight en route to PH,N/A,2025-05-27,22.7
2025-05-31 00:03:45.219857,PKG2464,RFID-472949,PH Customs,Cleared customs,Cleared,2025-06-05,25.3
2025-05-28 06:03:45.219865,PKG2078,RFID-273312,PH Customs,Under customs inspection,Pending,2025-05-30,25.0
2025-05-29 14:03:45.219872,PKG1141,RFID-165030,Pasig City Hub,Out for delivery,N/A,2025-06-03,23.1
2025-05-29 16:03:45.219880,PKG7003,RFID-213284,PH Customs,Under customs inspection,Pending,2025-06-01,20.6
2025-05-28 10:03:45.219887,PKG6339,RFID-702233,PH Customs,Under customs inspection,Pending,2025-06-01,24.5
2025-05-29 20:03:45.219895,PKG7251,RFID-687150,"Shenzhen, China",Package received,N/A,2025-06-01,25.5
2025-05-26 02:03:45.219902,PKG5959,RFID-314827,Shanghai Customs,Cleared customs,Cleared,2025-05-29,21.6
2025-05-27 18:03:45.219910,PKG6048,RFID-579074,PH Customs,Cleared customs,Cleared,2025-05-29,28.3
2025-05-29 07:03:45.219917,PKG6084,RFID-654883,Shanghai Customs,Cleared customs,Cleared,2025-06-01,18.7
2025-05-29 00:03:45.219924,PKG1739,RFID-114318,"Shanghai, China",Departed from origin facility,N/A,2025-05-30,18.5
2025-05-27 05:03:45.219932,PKG8153,RFID-647113,Shanghai Customs,Cleared customs,Cleared,2025-05-30,22.8
2025-05-31 13:03:45.219939,PKG3591,RFID-407604,Pasig City Hub,Out for delivery,N/A,2025-06-03,22.0
2025-05-28 18:03:45.219947,PKG3010,RFID-107062,PH Customs,Under customs inspection,Pending,2025-05-31,19.3
2025-05-26 18:03:45.219954,PKG8530,RFID-513204,Pasig City Hub,Out for delivery,N/A,2025-05-30,23.9
2025-05-30 21:03:45.219961,PKG6425,RFID-378135,Shanghai Customs,Cleared customs,Cleared,2025-06-02,29.8
2025-05-29 03:03:45.219969,PKG1219,RFID-332126,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,15.7
2025-05-26 06:03:45.219976,PKG1792,RFID-465952,PH Customs,Cleared customs,Cleared,2025-05-31,18.3
2025-05-28 20:03:45.219983,PKG8721,RFID-217937,PH Customs,Cleared customs,Cleared,2025-05-29,24.1
2025-05-30 02:03:45.219991,PKG6287,RFID-927219,Pasig City,Delivered,N/A,2025-05-31,26.6
2025-05-29 03:03:45.219998,PKG8927,RFID-653093,Pasig City,Delivered,N/A,2025-06-02,24.3
2025-05-31 04:03:45.220005,PKG5252,RFID-428538,PH Customs,Cleared customs,Cleared,2025-06-01,16.5
2025-05-26 15:03:45.220012,PKG9246,RFID-637968,Pasig City,Delivered,N/A,2025-05-30,15.7
2025-05-30 11:03:45.220020,PKG1220,RFID-184610,Shanghai Customs,Cleared customs,Cleared,2025-06-01,21.1
2025-05-26 07:03:45.220027,PKG3990,RFID-837700,In Transit - Air,Flight en route to PH,N/A,2025-05-28,24.3
2025-05-31 09:03:45.220045,PKG6258,RFID-464256,"Shenzhen, China",Package received,N/A,2025-06-02,24.5
2025-05-27 07:03:45.220052,PKG2438,RFID-983440,Pasig City Hub,Out for delivery,N/A,2025-05-31,25.9
2025-05-29 02:03:45.220059,PKG6650,RFID-123925,Pasig City,Delivered,N/A,2025-06-02,28.1
2025-05-29 04:03:45.220066,PKG7675,RFID-399404,In Transit - Air,Flight en route to PH,N/A,2025-05-31,22.7
2025-05-31 03:03:45.220074,PKG9161,RFID-597112,"Shanghai, China",Departed from origin facility,N/A,2025-06-05,25.8
2025-05-28 21:03:45.220081,PKG3100,RFID-602238,"Shanghai, China",Departed from origin facility,N/A,2025-05-29,19.7
2025-05-30 06:03:45.220089,PKG5215,RFID-286089,Pasig City Hub,Out for delivery,N/A,2025-06-03,23.7
2025-05-27 04:03:45.220096,PKG3908,RFID-796997,In Transit - Air,Flight en route to PH,N/A,2025-05-30,28.1
2025-05-30 23:03:45.220103,PKG1138,RFID-276722,Pasig City Hub,Out for delivery,N/A,2025-06-02,26.6
2025-05-29 14:03:45.220110,PKG7776,RFID-525426,"Shanghai, China",Departed from origin facility,N/A,2025-06-03,26.7
2025-05-29 06:03:45.220117,PKG1421,RFID-284516,"Shenzhen, China",Package received,N/A,2025-06-02,22.8
2025-05-29 00:03:45.220125,PKG3137,RFID-871183,In Transit - Air,Flight en route to PH,N/A,2025-05-31,17.8
2025-05-31 06:03:45.220137,PKG4016,RFID-692780,In Transit - Air,Flight en route to PH,N/A,2025-06-05,25.9
2025-05-27 04:03:45.220147,PKG7655,RFID-645165,PH Customs,Under customs inspection,Pending,2025-05-30,17.3
2025-05-28 07:03:45.220156,PKG2109,RFID-523703,Pasig City,Delivered,N/A,2025-06-02,26.2
2025-05-27 21:03:45.220163,PKG2753,RFID-584533,"NAIA, Manila",Arrived in destination country,N/A,2025-05-29,24.0
2025-05-27 18:03:45.220171,PKG3000,RFID-888122,"Shenzhen, China",Package received,N/A,2025-05-28,25.7
2025-05-31 09:03:45.220178,PKG8915,RFID-749607,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,25.8
2025-05-26 02:03:45.220191,PKG6543,RFID-325014,In Transit - Air,Flight en route to PH,N/A,2025-05-31,18.7
2025-05-31 11:03:45.220199,PKG5087,RFID-987909,Pasig City,Delivered,N/A,2025-06-03,23.4
2025-05-31 14:03:45.220206,PKG1437,RFID-662493,PH Customs,Cleared customs,Cleared,2025-06-02,16.8
2025-05-30 16:03:45.220214,PKG1915,RFID-364076,Pasig City Hub,Out for delivery,N/A,2025-06-03,21.5
2025-05-29 15:03:45.220222,PKG5502,RFID-216451,PH Customs,Under customs inspection,Pending,2025-05-31,26.0
2025-05-30 15:03:45.220229,PKG5980,RFID-525082,Pasig City Hub,Out for delivery,N/A,2025-06-01,25.0
2025-05-30 02:03:45.220237,PKG7140,RFID-647041,"Shenzhen, China",Package received,N/A,2025-06-04,25.7
2025-05-29 18:03:45.220244,PKG3162,RFID-898777,Pasig City,Delivered,N/A,2025-06-03,30.0
2025-05-31 05:03:45.220252,PKG1967,RFID-720201,"Shenzhen, China",Package received,N/A,2025-06-01,20.1
2025-05-31 07:03:45.220259,PKG1811,RFID-311993,Pasig City,Delivered,N/A,2025-06-05,25.0
2025-05-30 02:03:45.220266,PKG4313,RFID-744661,Pasig City,Delivered,N/A,2025-06-01,19.9
2025-05-28 23:03:45.220274,PKG8278,RFID-210041,Pasig City,Delivered,N/A,2025-05-31,29.3
2025-05-31 16:03:45.220282,PKG9456,RFID-707291,In Transit - Air,Flight en route to PH,N/A,2025-06-05,16.9
2025-05-30 21:03:45.220289,PKG7266,RFID-626849,Pasig City,Delivered,N/A,2025-06-03,18.1
2025-05-27 10:03:45.220296,PKG1951,RFID-202428,PH Customs,Under customs inspection,Pending,2025-05-28,23.5
2025-05-27 11:03:45.220304,PKG6595,RFID-353366,PH Customs,Cleared customs,Cleared,2025-05-28,25.7
2025-05-31 02:03:45.220312,PKG5046,RFID-522683,"Shenzhen, China",Package received,N/A,2025-06-02,22.7
2025-05-30 13:03:45.220319,PKG2508,RFID-631022,Pasig City Hub,Out for delivery,N/A,2025-06-02,15.4
2025-05-30 14:03:45.220327,PKG7498,RFID-624528,PH Customs,Cleared customs,Cleared,2025-06-02,28.3
2025-05-29 20:03:45.220335,PKG3653,RFID-375870,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,26.8
2025-05-28 11:03:45.220342,PKG1712,RFID-756384,In Transit - Air,Flight en route to PH,N/A,2025-06-01,26.3
2025-05-28 01:03:45.220349,PKG3538,RFID-264918,Pasig City,Delivered,N/A,2025-05-29,26.9
2025-05-29 21:03:45.220356,PKG7410,RFID-175572,PH Customs,Under customs inspection,Pending,2025-06-02,17.7
2025-05-27 07:03:45.220363,PKG2230,RFID-496690,"NAIA, Manila",Arrived in destination country,N/A,2025-05-30,27.0
2025-05-28 09:03:45.220371,PKG2958,RFID-733247,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,18.4
2025-05-30 06:03:45.220380,PKG2491,RFID-524789,PH Customs,Cleared customs,Cleared,2025-05-31,16.7
2025-05-29 13:03:45.220388,PKG9754,RFID-960485,"NAIA, Manila",Arrived in destination country,N/A,2025-05-31,29.3
2025-05-27 13:03:45.220395,PKG3985,RFID-906715,"Shenzhen, China",Package received,N/A,2025-05-28,23.2
2025-05-29 03:03:45.220403,PKG6493,RFID-307938,Shanghai Customs,Cleared customs,Cleared,2025-06-01,29.0
2025-05-28 16:03:45.220410,PKG6421,RFID-627528,Shanghai Customs,Cleared customs,Cleared,2025-05-30,21.9
2025-05-25 19:03:45.220418,PKG3680,RFID-288640,Pasig City Hub,Out for delivery,N/A,2025-05-28,22.3
2025-05-28 13:03:45.220425,PKG4262,RFID-371911,PH Customs,Cleared customs,Cleared,2025-05-29,25.4
2025-05-28 10:03:45.220432,PKG9371,RFID-106963,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,18.9
2025-05-30 04:03:45.220440,PKG8532,RFID-681982,"Shenzhen, China",Package received,N/A,2025-06-03,15.0
2025-05-29 12:03:45.220447,PKG6505,RFID-686994,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,23.8
2025-05-30 23:03:45.220454,PKG8452,RFID-432579,In Transit - Air,Flight en route to PH,N/A,2025-06-03,22.6
2025-05-29 18:03:45.220462,PKG3561,RFID-361071,Pasig City,Delivered,N/A,2025-06-01,18.6
2025-05-26 18:03:45.220469,PKG2125,RFID-282989,"Shenzhen, China",Package received,N/A,2025-05-29,17.8
2025-05-28 22:03:45.220476,PKG4689,RFID-524216,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,22.4
2025-05-28 08:03:45.220484,PKG1897,RFID-601627,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,28.7
2025-05-28 12:03:45.220491,PKG4118,RFID-716306,"Shanghai, China",Departed from origin facility,N/A,2025-06-01,16.2
2025-05-28 12:03:45.220498,PKG5116,RFID-574994,Pasig City Hub,Out for delivery,N/A,2025-05-31,24.8
2025-05-30 04:03:45.220506,PKG6127,RFID-396367,Pasig City,Delivered,N/A,2025-06-01,27.6
2025-05-30 10:03:45.220513,PKG5288,RFID-184183,Shanghai Customs,Cleared customs,Cleared,2025-06-01,28.4
2025-05-31 13:03:45.220521,PKG9319,RFID-548162,PH Customs,Cleared customs,Cleared,2025-06-02,20.6
2025-05-29 03:03:45.220528,PKG6073,RFID-426310,PH Customs,Under customs inspection,Pending,2025-05-30,29.5
2025-05-25 20:03:45.220535,PKG9973,RFID-777355,"Shenzhen, China",Package received,N/A,2025-05-26,22.9
2025-05-26 05:03:45.220542,PKG2100,RFID-421710,"NAIA, Manila",Arrived in destination country,N/A,2025-05-29,25.9
2025-05-28 02:03:45.220550,PKG6412,RFID-408812,Pasig City Hub,Out for delivery,N/A,2025-06-01,15.4
2025-05-26 10:03:45.220557,PKG6885,RFID-469946,In Transit - Air,Flight en route to PH,N/A,2025-05-30,19.8
2025-05-29 13:03:45.220564,PKG2905,RFID-378963,"Shenzhen, China",Package received,N/A,2025-06-01,17.4
2025-05-28 15:03:45.220572,PKG4610,RFID-699926,PH Customs,Cleared customs,Cleared,2025-06-01,22.4
2025-05-26 17:03:45.220579,PKG6871,RFID-585553,Shanghai Customs,Cleared customs,Cleared,2025-05-31,22.7
2025-05-28 09:03:45.220586,PKG9351,RFID-791498,"Shenzhen, China",Package received,N/A,2025-05-30,20.2
2025-05-27 07:03:45.220593,PKG9095,RFID-155993,Shanghai Customs,Cleared customs,Cleared,2025-06-01,29.5
2025-05-29 18:03:45.220600,PKG1510,RFID-465041,PH Customs,Cleared customs,Cleared,2025-06-03,29.4
2025-05-30 16:03:45.220607,PKG7570,RFID-213074,Pasig City,Delivered,N/A,2025-06-01,23.7
2025-05-27 02:03:45.220614,PKG2945,RFID-124384,In Transit - Air,Flight en route to PH,N/A,2025-06-01,29.6
2025-05-27 00:03:45.220621,PKG8774,RFID-560129,Shanghai Customs,Cleared customs,Cleared,2025-05-28,23.7
2025-05-26 00:03:45.220628,PKG8815,RFID-132219,PH Customs,Under customs inspection,Pending,2025-05-31,15.4
2025-05-30 07:03:45.220636,PKG5062,RFID-416897,In Transit - Air,Flight en route to PH,N/A,2025-06-04,28.5
2025-05-28 00:03:45.220643,PKG7581,RFID-363183,"Shanghai, China",Departed from origin facility,N/A,2025-05-31,18.5
2025-05-30 05:03:45.220655,PKG9645,RFID-489494,PH Customs,Cleared customs,Cleared,2025-06-04,23.9
2025-05-26 02:03:45.220662,PKG8696,RFID-698650,Shanghai Customs,Cleared customs,Cleared,2025-05-30,15.9
2025-05-27 12:03:45.220669,PKG1583,RFID-274979,PH Customs,Cleared customs,Cleared,2025-05-29,15.8
2025-05-26 00:03:45.220677,PKG5467,RFID-981561,"Shenzhen, China",Package received,N/A,2025-05-30,22.7
2025-05-30 01:03:45.220684,PKG1467,RFID-568318,PH Customs,Cleared customs,Cleared,2025-05-31,27.6
2025-05-28 05:03:45.220691,PKG4462,RFID-648051,"Shanghai, China",Departed from origin facility,N/A,2025-05-29,22.8
2025-05-28 02:03:45.220698,PKG3184,RFID-493491,"NAIA, Manila",Arrived in destination country,N/A,2025-05-29,26.2
2025-05-26 10:03:45.220706,PKG5035,RFID-761721,Pasig City,Delivered,N/A,2025-05-29,29.1
2025-05-31 15:03:45.220713,PKG5915,RFID-742631,"Shanghai, China",Departed from origin facility,N/A,2025-06-04,29.8
2025-05-28 03:03:45.220719,PKG5038,RFID-171780,PH Customs,Under customs inspection,Pending,2025-05-30,15.2
2025-05-31 13:03:45.220727,PKG1308,RFID-715519,Pasig City,Delivered,N/A,2025-06-02,21.4
2025-05-28 20:03:45.220734,PKG9593,RFID-673443,PH Customs,Under customs inspection,Pending,2025-05-30,15.7
2025-05-31 05:03:45.220741,PKG6399,RFID-841001,"NAIA, Manila",Arrived in destination country,N/A,2025-06-01,21.6
2025-05-30 14:03:45.220749,PKG1198,RFID-486741,Pasig City Hub,Out for delivery,N/A,2025-06-02,28.2
2025-05-31 12:03:45.220757,PKG3795,RFID-622673,"Shanghai, China",Departed from origin facility,N/A,2025-06-05,24.0
2025-05-27 12:03:45.220765,PKG2063,RFID-451964,In Transit - Air,Flight en route to PH,N/A,2025-05-28,16.7
2025-05-28 01:03:45.220772,PKG9447,RFID-963992,"Shenzhen, China",Package received,N/A,2025-06-01,28.8
2025-05-30 17:03:45.220779,PKG7363,RFID-127598,PH Customs,Cleared customs,Cleared,2025-05-31,25.7
2025-05-27 05:03:45.220786,PKG4233,RFID-393443,Shanghai Customs,Cleared customs,Cleared,2025-05-30,19.1
2025-05-30 18:03:45.220794,PKG5361,RFID-502509,Shanghai Customs,Cleared customs,Cleared,2025-06-02,29.6
2025-05-31 14:03:45.220802,PKG8783,RFID-310989,"NAIA, Manila",Arrived in destination country,N/A,2025-06-02,18.7
2025-05-27 00:03:45.220809,PKG9169,RFID-852290,PH Customs,Cleared customs,Cleared,2025-05-28,18.2
2025-05-31 18:03:45.220816,PKG5035,RFID-430436,"Shanghai, China",Departed from origin facility,N/A,2025-06-02,26.2
2025-05-31 00:03:45.220823,PKG4248,RFID-968788,Pasig City Hub,Out for delivery,N/A,2025-06-02,21.9
